,38,맑은숲한의원 원외탕전실,맑은숲한의원,,https://meditj.com ,,,,,,,,,,,,,,,,,,,,,,,
,39,메디스트림원외탕전,메디스트림한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,40,명인당한의원 원외탕전실,명인당한의원,,https://www.mid-o.com ,http://www.mid-o.com  ,,,,,,,,,,,,,,,,,,,,,,
,41,모커리 한방병원 원외탕전실,모커리한방병원,,,,,,,,,,,,,,,,,,,,,,,,,
,42,믿음원외탕전실,센트럴파크한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,43,바른한약,교감한의원? (노의준 원장),02-598-1088,www.barunhanyak.com,"02-598-1087
",,노의준 원장. 상한론. ,,,,,,,,,,,,,,,,,,,,
,44,버드나무한의원 원외탕전실,버드나무한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,45,범한 원외탕전,박경숙한의원,"031-442-8778
",https://www.tangjeon.kr/main_kr/,031-442-8338,,,,,,,,,,,,,,,,,,,,,,
,46,보금원외탕전실,보금한방병원,,,,,,,,,,,,,,,,,,,,,,,,,
,47,봄빛 원외탕전,봄빛 한의원,,https://cafe.daum.net/bombitgjd,,,,,,,,,,,,,,,,,,,,,,,
,48,부산시한의사회산하원외탕전실,더브레인한의원,051-803-5000,https://www.bkompa.kr/,-,051-715-6710,,,,,,,,,,,,,,,,,,,,,
,49,부야한의원 원외탕전실,부야한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,50,북경한의원 원외탕전실,북경한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,51,비비비 원외탕전실,경희아소한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,52,사암당한의원 원외탕전실,사암당한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,53,사월의봄한의원 부속 원외탕전,사월의봄한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,54,새날한의원 원외탕전실(굿처럼탕전실),새날한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,55,생명마루한의원 원외탕전실,생명마루한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,56,선단탕전실,유림한의원,02-561-7100,sundan.co.kr ,,,,,,,,,,,,,,,,,,,,,,,
,57,선용 원외탕전실,경희별한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,58,선운한방병원원외탕전,선운한방병원,,,,,,,,,,,,,,,,,,,,,,,,,
,59,설명한의원 부설 한도깨비원외탕전실,설명한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,60,성남원외탕전실 (자생),자생한방병원,,,,,,,,,,,,,,,,,,,,,,,,,
,61,성모제약,성모아이한의원,,http://ismhani.com,,,,,,,,,,,,,,,,,,,,,,,
,62,세성한의원부설원외탕전,세성한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,63,세종한의원부설 세종원외탕전원,세종한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,64,소나무비움한의원원외탕전실(비움환 원외탕전),소나무비움한의원,,http://www.biumherb.co.kr ,,,,,,,,,,,,,,,,,,,,,,,
,65,수월한의원 원외탕전실,수월한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,66,수한약국,수한약국(회기),02-3463-7510,http://www.suhanyak.com/ ,,02-3295-5759,,,,,,,,,,,,,,,,,,,,,
,67,스마트예담탕전,스마트 한의원,031-442-8778,www.smartomd.co.kr,,-,,,,,,,,,,,,,,,,,,,,,
,68,신농씨한의원 한초담원외탕전실,신농씨한의원,,http://hanchodam.com ,,,,,,,,,,,,,,,,,,,,,,,
,69,실로암한의원 원외탕전실,실로암한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,70,안심원외탕전실,안심한의원,"1644-5641
",https://ansimhani.com/,,"0504-424-8159
",,,,,,,,,,,,,,,,,,,,,
,71,안중한의원 원외탕전실,안중한의원,,https://www.ajpharmacopuncture.co.kr ,,,,,,,,,,,,,,,,,,,,,,,
,72,약선당발효탕전원,약선당한의원,041-563-7888,https://yaksunhanyak.com/,manager@yaksunhanyak.com,041-562-7889,,,,,,,,,,,,,,,,,,,,,
,73,양산부산대학교한방병원 원외탕전실,양산부산대학교한방병원,,,,,,,,,,,,,,,,,,,,,,,,,
,74,에스알한의원 원외탕전실,에스알 한의원,,https://www.haedameun.net ,,,,,,,,,,,,,,,,,,,,,,,
,75,열린메디한의원 원외탕전실,열린메디한의원,031-427-2737,https://www.openmd.kr/,,031-271-2795,,,,,,,,,,,,,,,,,,,,,
,76,열린한의원 원외탕전실,열린한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,77,옥천당 공동탕전실,옥천당한의원,,http://www.okchundang.com,,,,,,,,,,,,,,,,,,,,,,,
,78,옥천당서울탕전실,옥천당한의원,,http://www.okchundang.com,,,,,,,,,,,,,,,,,,,,,,,
,79,옴니탕전,태을양생한의원,,http://www.omnitj.com ,,,,,,,,,,,,,,,,,,,,,,,
,80,옹기 한약국,옹기 한약국,063-855-8895,https://ongkihanyak.co.kr,,,,,,,,,,,,,,,,,,,,,,,
,81,원미한의원 원외탕전실,원미한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,82,원일한의원 부설 원외탕전실,원일한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,83,위튼한의원 원외탕전실,위튼한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,84,의료법인 휘담메디의료재단 하성한방병원 원외탕전실,의료법인 휘담메디의료재단 하성한방병원,,,,,,,,,,,,,,,,,,,,,,,,,
,85,이성훈한의원 원외탕전실 (한퓨어),이성훈한의원,,https://hanpuremall.co.kr,,,,,,,,,,,,,,,,,,,,,,,
,86,이영돈한의원 부설 나눔 원외탕전실(나눔),이영돈한의원,,https://order.nanumherb.com ,,,,,,,,,,,,,,,,,,,,,,,
,87,인천한의원탕전실,인천한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,88,일광한방병원탕전실,일광한병병원,,,,,,,,,,,,,,,,,,,,,,,,,
,89,임제당한의원 원외탕전실,임제당한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,90,자연지기 참뜰,자연뜰한방병원,010-6210-5566,https://chamddle.com/service/members/login,chamddle@daum.net,(051) 711-7079,,,,,,,,,,,,,,,,,,,,,
,91,장덕한방병원 원외탕전실,장덕한방병원,,,,,,,,,,,,,,,,,,,,,,,,,
,92,재단법인위담원외탕전,재단법인위담 서울위담한방병원,,,,,,,,,,,,,,,,,,,,,,,,,
,93,전탕닷컴 (메이크유어메디),휴팜 메이크유어메디,02-957-0386,https://www.makeurmedi.com/,,,,,,,,,,,,,,,,,,,,,,,
,94,정림한의원 원외탕전실,정림한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,95,제이에스원외탕전실(자생),자생한방병원,,,,,,,,,,,,,,,,,,,,,,,,,
,96,지리산쌍계한의원 원외탕전실,지리산쌍계한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,97,참다림 한약국,참다림 한약국,,https://chamdarim.com/,,,,,,,,,,,,,,,,,,,,,,,
,98,창덕궁한의원 원외탕전실,창덕궁한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,99,채움생원외탕전실,채움생한의원,,https://www.cuskmedi.com/,,,,,,,,,,,,,,,,,,,,,,,
,100,천지인초 원외탕전원,혜민서한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,101,케이진 원외탕전실,보강한방병원,,http://www.kginbio.com,,,,,,,,,,,,,,,,,,,,,,,
,102,케이한방병원 원외탕전실,케이한방병원,,,,,,,,,,,,,,,,,,,,,,,,,
,103,케이한방원외탕전실,케이박정호한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,104,코끼리 원외탕전실,으랏차차 한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,105,코비한의원 원외탕전실,코비한의원,,https://www.cobyherb.co.kr,,,,,,,,,,,,,,,,,,,,,,,
,106,큰나무한의원 원외탕전실,큰나무한의원,02-2697-1075,https://www.1075tree.com/,,02-2697-1074,,,,,,,,,,,,,,,,,,,,,
,107,태을양생한의원 옴니탕전,태을양생한의원,,http://www.omnitj.com,,,,,,,,,,,,,,,,,,,,,,,
,108,태흥당원외탕전실 부산,태흥당한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,109,포레스트요양 진안원외탕전실,포레스트요양병원,,https://www.medisaem.com ,,,약초원 한약국??,,,,,,,,,,,,,,,,,,,,
,110,포레스트요양병원 원외탕전실,포레스트요양병원,,https://www.medisaem.com,,,,,,,,,,,,,,,,,,,,,,,
,111,포항백세한의원 원외탕전실(청담원외탕전),포항백세한의원,,https://cdherb.com/,,,,,,,,,,,,,,,,,,,,,,,
,112,풀잎향기한의원,풀잎향기한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,113,하늘마음한의원 원외탕전실,하늘마음한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,114,하이미즈한의원 원외탕전실,하이미즈한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,115,하이키한의원 부설 원외탕전실,하이키한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,116,한도깨비 원외탕전실,설명한의원,043-732-4882,www.한도깨비원외탕전실.kr ,,043-732-7430,2025 광고확인,O,,,,,,,,,,,,,,,,,,,
,117,한방증류제형학회 원외탕전실,가치한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,118,한의N원외탕전,본경희한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,119,한퓨어 바른 원외탕전,,,https://www.hanpure.co.kr/,,,,,,,,,,,,,,,,,,,,,,,
,120,해밀한의원 원외탕전실,해밀한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,121,해오름원외탕전실,생활건강한의원,02-2601-2929,www.hanyhak.com ,,,,,,,,,,,,,,,,,,,,,,,
,122,해인부부한의원 원외탕전실,해인부부한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,123,헤르바 원외탕전실,봄날아이한의원,054-333-0055,https://puremindherb.com/,herba0055@naver.com,054-333-0052,,,,,,,,,,,,,,,,,,,,,
,124,혹부리한의원 원외탕전실,혹부리한의원,031-356-1078,https://www.hokburi.co.kr/main.asp ,,032-232-7895,,,,,,,,,,,,,,,,,,,,,
,125,JW원외탕전실,이재성한의원,010-2522-8442,https://jwhanbang.imweb.me/,ljwljw0517@naver.com,-,,,,,,,,,,,,,,,,,,,,,
,126,천인지 원외탕전원,천인지한의원,,https://www.trinityherb.co.kr/faq,,,,,,,,,,,,,,,,,,,,,,,
,127,동서한의원원외탕전,동서한의원,,http://www.ourhani.co.kr/korean/login.php,,,,,,,,,,,,,,,,,,,,,,,
,128,빅토리원외탕전,누가한의원,010-6622-3448,https://herba.kr/victory/,,041-933-0019,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"검색 안됨, 전화 안받음, 사이트 접속 안됨, 기타",,,,,,,,,,,,,,,,,,,,,,,,,,
,130,거북공진단 (원외탕전),,,,,,,,,,,,,,,,,,,,,,,,,,
,131,씨알원외탕전,,02-363-8952,WWW.SSIALHANA.COM,,,,,,,,,,,,,,,,,,,,,,,
,132,예이재한방병원,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,침스 원외탕전,침스생빛 한의원,,,,,,,,,,,,,,,,,,,,,,,,,
,134,늘품/초락당,,,,,,,,,,,,,,,,,,,,,,,,,,
,135,도경원외탕전,,,,,,,,,,,,,,,,,,,,,,,,,,
,136,고가모니 한약국,고가모니 한약국,02-969-4936,,,,,,,,,,,,,,,,,,,,,,,,
,137,부국 약업사 (심원 한약국),노종성,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,폐업,,,,,,,,,,,,,,,,,,,,,,,,,,
,,경희보궁원외탕전,경희보궁한의원,폐업,폐업,폐업,폐업,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,250821,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"한의사협회, 한의약진흥원, 보건복지부 ",,,,,,,,,,,,,,,,,,,,,,,,,,
,,문의결과 자료를 얻을수 없었음. ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"다만, 대한원외탕전협회 사무국장 여기라도",,,,,,,,,,,,,,,,,,,,,,,,,,
,,"전화해보라고했고, 아직 전화안해봄. ",,,,,,,,,,,,,,,,,,,,,,,,,,
,,대한원외탕전협회 사무국장,,,,,,,,,,,,,,,,,,,,,,,,,,
,,김지호 사무국장님 010-6732-3995,,,,,,,,,,,,,,,,,,,,,,,,,,
